,filename,img_path,mask_path
19,nr_020_img_000000007_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_020_img_000000007_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_020_img_000000007_c0.png
20,nr_021_img_000000007_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_021_img_000000007_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_021_img_000000007_c0.png
21,nr_022_img_000000007_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_022_img_000000007_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_022_img_000000007_c0.png
22,nr_023_img_000000007_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_023_img_000000007_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_023_img_000000007_c0.png
23,nr_024_img_000000007_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_024_img_000000007_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_024_img_000000007_c0.png
24,nr_025_img_000000008_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_025_img_000000008_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_025_img_000000008_c0.png
25,nr_026_img_000000008_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_026_img_000000008_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_026_img_000000008_c0.png
26,nr_027_img_000000008_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_027_img_000000008_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_027_img_000000008_c0.png
27,nr_028_img_000000009_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_028_img_000000009_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_028_img_000000009_c0.png
28,nr_029_img_000000009_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_029_img_000000009_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_029_img_000000009_c0.png
29,nr_030_img_000000010_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_030_img_000000010_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_030_img_000000010_c0.png
30,nr_031_img_000000010_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_031_img_000000010_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_031_img_000000010_c0.png
31,nr_032_img_000000010_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_032_img_000000010_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_032_img_000000010_c0.png
32,nr_033_img_000000010_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_033_img_000000010_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_033_img_000000010_c0.png
33,nr_034_img_000000010_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_034_img_000000010_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_034_img_000000010_c0.png
34,nr_035_img_000000011_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_035_img_000000011_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_035_img_000000011_c0.png
35,nr_036_img_000000011_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_036_img_000000011_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_036_img_000000011_c0.png
36,nr_037_img_000000011_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_037_img_000000011_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_037_img_000000011_c0.png
37,nr_038_img_000000011_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_038_img_000000011_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_038_img_000000011_c0.png
38,nr_039_img_000000012_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_039_img_000000012_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_039_img_000000012_c0.png
39,nr_040_img_000000012_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_040_img_000000012_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_040_img_000000012_c0.png
40,nr_041_img_000000012_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_041_img_000000012_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_041_img_000000012_c0.png
41,nr_042_img_000000012_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_042_img_000000012_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_042_img_000000012_c0.png
42,nr_043_img_000000012_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_043_img_000000012_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_043_img_000000012_c0.png
43,nr_044_img_000000013_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_044_img_000000013_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_044_img_000000013_c0.png
44,nr_045_img_000000014_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_045_img_000000014_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_045_img_000000014_c0.png
45,nr_046_img_000000015_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_046_img_000000015_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_046_img_000000015_c0.png
46,nr_047_img_000000015_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_047_img_000000015_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_047_img_000000015_c0.png
47,nr_048_img_000000016_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_048_img_000000016_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_048_img_000000016_c0.png
48,nr_049_img_000000016_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_049_img_000000016_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_049_img_000000016_c0.png
49,nr_050_img_000000016_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_050_img_000000016_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_050_img_000000016_c0.png
50,nr_051_img_000000016_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_051_img_000000016_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_051_img_000000016_c0.png
51,nr_052_img_000000017_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_052_img_000000017_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_052_img_000000017_c0.png
52,nr_053_img_000000017_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_053_img_000000017_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_053_img_000000017_c0.png
53,nr_054_img_000000017_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_054_img_000000017_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_054_img_000000017_c0.png
54,nr_055_img_000000017_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_055_img_000000017_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_055_img_000000017_c0.png
55,nr_056_img_000000017_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_056_img_000000017_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_056_img_000000017_c0.png
56,nr_057_img_000000017_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_057_img_000000017_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_057_img_000000017_c0.png
57,nr_058_img_000000018_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_058_img_000000018_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_058_img_000000018_c0.png
58,nr_059_img_000000018_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_059_img_000000018_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_059_img_000000018_c0.png
59,nr_060_img_000000018_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_060_img_000000018_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_060_img_000000018_c0.png
60,nr_061_img_000000018_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_061_img_000000018_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_061_img_000000018_c0.png
61,nr_062_img_000000019_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_062_img_000000019_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_062_img_000000019_c0.png
62,nr_063_img_000000019_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_063_img_000000019_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_063_img_000000019_c0.png
63,nr_064_img_000000019_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_064_img_000000019_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_064_img_000000019_c0.png
64,nr_065_img_000000019_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_065_img_000000019_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_065_img_000000019_c0.png
65,nr_066_img_000000019_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_066_img_000000019_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_066_img_000000019_c0.png
66,nr_067_img_000000019_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_067_img_000000019_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_067_img_000000019_c0.png
67,nr_068_img_000000020_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_068_img_000000020_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_068_img_000000020_c0.png
68,nr_069_img_000000020_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_069_img_000000020_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_069_img_000000020_c0.png
69,nr_070_img_000000020_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_070_img_000000020_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_070_img_000000020_c0.png
70,nr_071_img_000000020_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_071_img_000000020_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_071_img_000000020_c0.png
71,nr_072_img_000000020_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_072_img_000000020_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_072_img_000000020_c0.png
72,nr_073_img_000000021_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_073_img_000000021_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_073_img_000000021_c0.png
73,nr_074_img_000000021_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_074_img_000000021_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_074_img_000000021_c0.png
74,nr_075_img_000000021_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_075_img_000000021_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_075_img_000000021_c0.png
75,nr_076_img_000000022_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_076_img_000000022_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_076_img_000000022_c0.png
76,nr_077_img_000000022_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_077_img_000000022_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_077_img_000000022_c0.png
77,nr_078_img_000000022_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_078_img_000000022_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_078_img_000000022_c0.png
78,nr_079_img_000000022_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_079_img_000000022_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_079_img_000000022_c0.png
79,nr_080_img_000000023_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_080_img_000000023_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_080_img_000000023_c0.png
80,nr_081_img_000000023_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_081_img_000000023_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_081_img_000000023_c0.png
81,nr_082_img_000000023_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_082_img_000000023_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_082_img_000000023_c0.png
82,nr_083_img_000000023_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_083_img_000000023_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_083_img_000000023_c0.png
83,nr_084_img_000000023_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_084_img_000000023_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_084_img_000000023_c0.png
84,nr_085_img_000000023_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_085_img_000000023_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_085_img_000000023_c0.png
85,nr_086_img_000000024_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_086_img_000000024_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_086_img_000000024_c0.png
86,nr_087_img_000000024_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_087_img_000000024_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_087_img_000000024_c0.png
87,nr_088_img_000000024_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_088_img_000000024_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_088_img_000000024_c0.png
88,nr_089_img_000000024_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_089_img_000000024_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_089_img_000000024_c0.png
89,nr_090_img_000000026_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_090_img_000000026_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_090_img_000000026_c0.png
90,nr_091_img_000000026_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_091_img_000000026_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_091_img_000000026_c0.png
91,nr_092_img_000000026_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_092_img_000000026_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_092_img_000000026_c0.png
92,nr_093_img_000000026_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_093_img_000000026_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_093_img_000000026_c0.png
93,nr_094_img_000000026_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_094_img_000000026_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_094_img_000000026_c0.png
94,nr_095_img_000000027_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_095_img_000000027_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_095_img_000000027_c0.png
95,nr_096_img_000000027_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_096_img_000000027_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_096_img_000000027_c0.png
96,nr_097_img_000000027_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_097_img_000000027_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_097_img_000000027_c0.png
97,nr_098_img_000000027_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_098_img_000000027_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_098_img_000000027_c0.png
98,nr_099_img_000000027_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_099_img_000000027_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_099_img_000000027_c0.png
99,nr_100_img_000000028_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_100_img_000000028_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_100_img_000000028_c0.png
100,nr_101_img_000000028_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_101_img_000000028_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_101_img_000000028_c0.png
101,nr_102_img_000000028_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_102_img_000000028_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_102_img_000000028_c0.png
102,nr_103_img_000000028_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_103_img_000000028_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_103_img_000000028_c0.png
103,nr_104_img_000000029_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_104_img_000000029_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_104_img_000000029_c0.png
104,nr_105_img_000000029_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_105_img_000000029_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_105_img_000000029_c0.png
105,nr_106_img_000000029_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_106_img_000000029_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_106_img_000000029_c0.png
106,nr_107_img_000000029_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_107_img_000000029_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_107_img_000000029_c0.png
107,nr_108_img_000000029_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_108_img_000000029_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_108_img_000000029_c0.png
108,nr_109_img_000000030_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_109_img_000000030_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_109_img_000000030_c0.png
109,nr_110_img_000000030_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_110_img_000000030_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_110_img_000000030_c0.png
110,nr_111_img_000000030_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_111_img_000000030_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_111_img_000000030_c0.png
111,nr_112_img_000000030_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_112_img_000000030_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_112_img_000000030_c0.png
112,nr_113_img_000000030_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_113_img_000000030_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_113_img_000000030_c0.png
113,nr_114_img_000000030_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_114_img_000000030_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_114_img_000000030_c0.png
114,nr_115_img_000000031_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_115_img_000000031_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_115_img_000000031_c0.png
115,nr_116_img_000000031_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_116_img_000000031_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_116_img_000000031_c0.png
116,nr_117_img_000000031_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_117_img_000000031_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_117_img_000000031_c0.png
117,nr_118_img_000000031_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_118_img_000000031_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_118_img_000000031_c0.png
118,nr_119_img_000000031_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_119_img_000000031_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_119_img_000000031_c0.png
119,nr_120_img_000000031_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_120_img_000000031_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_120_img_000000031_c0.png
120,nr_121_img_000000031_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_121_img_000000031_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_121_img_000000031_c0.png
121,nr_122_img_000000031_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_122_img_000000031_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_122_img_000000031_c0.png
122,nr_123_img_000000032_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_123_img_000000032_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_123_img_000000032_c0.png
123,nr_124_img_000000032_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_images\nr_124_img_000000032_c0.png,F:\PedCut2013_SegmentationDataset\data\completeData\left_groundTruth\nr_124_img_000000032_c0.png
